Title, Authors, Participant/Performer, Contents, Other_Authors,
"12 & Shorty [sound recording] / James and Troy Andrews.
",N/A,"Russell Batiste, Jr., drums, bass, guitar, keys ; Orkestra from da Hood (Nori Naraoka, bass guitar ; Makuni Fukuda, rhthym, lead guitar ; Dave Reis, keys, piano, organ ; Adrian Watkins, Satoru Ohashi, trumpet ; Larry Thompson, tenor sax ; Damon Batiste, percussion ; Andrew Joseph, vocals, percussion ; Melvin McAlveen, funk cowbell) ; featuring guest appearances by: Leo Nocentelli, George Porter Jr., Donald Harrison Jr., Brian Stoltz, Amasa Miller, Dave Easley, John Gros, Jason Mingledorff, June Yamagishi, Ivan Neville, Jason Neville, Ian Neville, David Russell Batiste Sr., Craig Klein, Nick Daniels, Earl Smith, Larry Siebreth.
",N/A,"Batiste, Russell, 1965-

Nocentelli, Leo.

Porter, George, Jr.

Harrison, Donald, 1960-

Stoltz, Brian.

Miller, Amasa.

Easley, Dave.

Gros, John.

Mingledorff, Jason.

Yamagishi, June.

Neville, Ivan.

Neville, Jason.

Neville, Ian.

Batiste, David Russell.

Klein, Craig.

Daniels, Nick.

Smith, Earl (Vocalist)

Sieberth, Lawrence.

"
"The clinic [sound recording] / Russell Batiste Jr., Orkestra from da Hood.
",N/A,"Milton Batiste, trumpet,vocal ; La Vida New Orleans Jazz Band (Roelof Brouwer, alto sax ; Jasper van Pelt, trombone ; Emile van Pelt, piano ; Wouter Nouwens, banjo ; Koos Albers, string bass ; Sebastiaan Kaptein, drums) ; with special guest: Kid Adam Olivier, trumpet (track 12).
",N/A,"Batiste, Milton, performer.

Olivier, Adam, performer.

Vida Jazz Band, performer.

"
"Gentle giant [sound recording] / Milton Batiste.
",N/A,"Shane Theriot, guitars, handclaps, percussion, additional keyboards; Tony Hall (track 1), Adam Nitti (tracks 2-3, 6, 8, 10), David Johnson (tracks 5, 9), Victor Wooten (track 7), bass ; Johnny Vidacovich (tracks 1, 5,9), Russell Batiste (tracks 2-3, 6, 8), Doug Belote (track 4), Jeff Sipe (track 7), David Northrup (track 10), drums ; Johnny Neel, B-3 organ, piano, clavinet, Fender Rhodes ; Michael Goods, piano (track 1) ; Jim Roberts, handclaps, percussion, marimba (tracks 2, 8) ; Manny Yates, handclaps, percussion (track 2) ; Kirk Joseph, sousaphone (track 4) ; Mark Mullins, trombone (track 5) ; Kiyoshi Tamai, vocals (track 7) ; Jeff Coffin, tenor sax (track 9) ; Steve Conn, accordion (track 10).
",N/A,"Hall, Tony (Bassist)

Nitti, Adam.

Johnson, David (Bassist)

Wooten, Victor.

Vidacovich, Johnny, 1949-

Batiste, Russell, 1965-

Belote, Doug.

Sipe, Jeff.

Northrup, David A.

Neel, Johnny.

Goods, Michael.

Roberts, Jim (Percussionist)

Yates, Manny.

Joseph, Kirk, 1961-

Mullins, Mark, 1968-

Tamai, Kiyoshi.

Coffin, Jeff.

Conn, Steve.

"
"The grease factor [sound recording] / Shane Theriot.
",N/A,"Papa Grows Funk (John Gros, Hammond B3, Wurlitzer, clavinet, vocals ; Jason Mingledorff, saxophone, vocals ; June Yamagishi, guitar ; Marc Pero, Peter V., bass ; David Russell Batiste Jr., drums) ; with guest musicians.
",N/A,N/A
"Shakin' [sound recording] / Papa Grows Funk.
",N/A,"Bo Dollis & the Wild Magnolias (Bo Dollis, lead vocals ; Geechie Johnson, percussion ; June Yamagishi, guitar, keyboard ; Brian Quezergue, base ; Russell Batiste & Bunchie Johnson, drums ; Koji & Tom Worrell, piano & keys ; Donald Harrison Jr., sax.
",N/A,"Klein, Craig.

Longstreth, Paul.

Player, Mitchell.

Nobumasa, Ozaki.

French, Gerald (Drummer)

Bowens, Alonzo.

Ricks, Smiley, 1968-

Hills, Jeffrey.

Hunter, Kerry ""Fat Man.""

Jones, Benny.

Hingle, Tanio.

Batiste, Lionel, 1932-2012.

"
"30 years .. and still wild! [sound recording] / Bo Dollis & the Wild Magnolias.
",N/A,"Leroy Jones, trumpet, flugelhorn, vocals ; Craig Klein, trombone ; Paul Longstreth, piano ; Mitchell Player, Ozaki [Nobu] Nobumasa (tracks 4-5), bass ; Gerald French, drums ; Alonzo Bowens, tenor saxophone, clarinet (tracks 2, 4, 6, 11-12) ; Howard [Smiley] Ricks, congas (track 7) ; Jeffrey Hills, sousaphone (tracks 2, 6, 11-12) ; Kerry [Fat Man] Hunter (tracks 11-12), Benny Jones, Sr. (tracks 2, 6), snare drum ; Cayetano [Tanio] Hingle (tracks 11-12), Lionel Batiste, Sr. (tracks 2, 6), bass drum.
",N/A,"Lacen, Anthony, 1950-2004, instrumentalist, singer.

Ruffins, Kermit, instrumentalist.

Johnson, George (Trumpet player), instrumentalist.

Callier, Elliott ""Stackman"", 1943- , instrumentalist, singer.

Adams, Darryl, instrumentalist, singer.

Paris, Eddie Boh, instrumentalist, singer.

Batiste, Milton, instrumentalist, singer.

Green, Andrew (Drummer), instrumentalist.

Jones, Benny, instrumentalist.

Terry, Kenneth (Trumpet player), instrumentalist, singer.

French, Gerald (Drummer), instrumentalist, singer.

Kaiser, Reide, instrumentalist.

Mark, Emil, instrumentalist.

Chosen Few Brass Band, performer.

Chosen Few Jazzmen, performer.

"
"Back to my roots [sound recording] / Leroy Jones.
",N/A,"Tracks 1-9: Tuba Fats' Chosen Few Brass Band (Anthony ""Tuba Fats"" Lacen, tuba; Kermit Ruffin, George Johnson, trumpet; Elliott Callier, tenor sax, vocal; Darryl Adams, alto sax; Eddie Boh ""Funky Chops"" Paris, trombone; Milton Batiste, trumpet, vocal, whistling; on track 6 only: Andrew Greene, snare drum; Vinny Jones, bass drum). Tracks 10-13: Tuba Fats' Chosen Few Jazzmen (Anthony ""Tuba Fats"" Lacen, tuba, vocal; Kenneth ""Little Milton"" Terry, trumpet; Elliot ""Stackman"" Callier, tenor sax, vocal; Darryl ""Lil' Jazz"" Adams, alto sax; Eddie Boh ""Funky Chops"" Paris, trombone; Gerald ""The Giant"" French, drums; Reide Kaiser, piano; Emil Mark, banjo).
",N/A,N/A
"Street music [sound recording] / Tuba Fats' Chosen Few.
",N/A,"Doreen's Jazz New Orleans: Mrs. Doreen M.J. Ketchens, clarinet & vocals ; Lawrence H. Ketchens II, tuba ; Jack Fine, vocals, cornet ; Hiro Kodaira, banjo ; Keith Anderson, trombone ; Jerry Meldrum, tenor sax ; Seva Venet, guitar ; Paul Kemnitz, guitar ; Andy Kauffman, string bass ; Norman Batiste, Dwayne Williams, bass drums ; Lee Shezbie, snare drum.
",N/A,N/A
"Doin it [sound recording] / Papa Grows Funk.
",N/A,"Mark Mullins, trombone and electric trombone ; Craig Klein , Steve Suter, Rick Trolsen ; Brian O'Neill, trombone and bass trombone ; Bert Cotton, guitar ; Matt Perrine, sousaphone ; Russell Batiste or Kevin O'Day, drums.
","Pass it! -- In the weeds -- Junker man -- Chank -- Dimples -- Chop -- Ridin' thru the mountains -- Thump -- I got the blues over you -- Mardi gator -- Slyncopate --Fire in the garage -- Who's knockin' at your door -- Doin' it. John Gros, Hammond B3, electric piano, vocals ; June Yamagishi, guitars ; David Russell Batiste Jr., drums ; Jason Mingledorff, saxophones ; Marc Pero, bass ; Peter V., bass.
",N/A
"Doreen's Jazz New Orleans. Volume XII, Jackson Square jam! [sound recording].
",N/A,N/A,N/A,"Riley, Herman, 1933-2007.

Johnson, Plas.

Batiste, Alvin.

Simien, Terrance.

Martin, Peter (Pianist)

Manuel, Phillip.

Dara, Olu.

K-Doe, Ernie.

Brunious, Wendell.

Al Belletto Big Jazz Band.

Quintology (Musical group)

WWOZ (Radio station : New Orleans, La.)

"
"The great Olympia Band / by Mick Burns.
",N/A,N/A,"Harold Dejan -- Debbie ""Big Hair"" Willis -- Barry Martyn -- Henry ""Booker T"" Glass -- Nowell ""Pa Pa"" Glass -- Emanuel Paul -- Andy ""Jug"" Anderson -- Eddie Noble King Jr. -- Dan Pawson -- Emile Martyn -- Milton Batiste -- Phyllis Mayronne -- Frank Naundorf -- Anthony ""Tuba Fats"" Lacen -- Adam Olivier -- Leroy ""Boogie"" Breaux -- Ernest ""Doc"" Watson -- Wendell Eugene -- Press report -- Edgar J. Smith -- Waldren ""Frog"" Joseph -- Benjamin Jaffe -- William Smith and Jeffrey Hills.
","Batiste, Damon.

Severin, Chris.

Joseph, Kirk, 1961-

Anderson, Keith (Trombonist)

Oswald, Corey.

Hunter, Kerry ""Fat Man.""

Hingle, Tanio.

Medeski, John.

"
"Live at the Old Point [sound recording] / Bonerama.
",N/A,"Dirty Dozen Brass Band (Roger Lewis, Terence Higgins, Efren Towers, Julius McKee, Richard Knox, Kevin Harris, Gregory Davis) ; with studio musicians: Damon Batiste, percussion ; Chris Severin, bass ; Kirk Joseph, sousaphone ; Keith Anderson, Corey Oswald, trombone ; Kerry Hunter, snare drum ; Cayetano Hingle, bass drum ; John Medeski, keyboards.
",N/A,"Foster, Lawrence, 1941-

Rieding, O. (Oskar). Concertos, violin, orchestra, op. 35, B minor.

Seitz, Friedrich, 1848-1918. Schüler-Konzert, no. 2; arranged.

Accolay, J. B. (Jean Batiste), 1845-1910. Concertos, violin, piano, no. 1, A minor; arranged.

Bériot, Ch. de (Charles), 1802-1870. Scène de ballet.

Viotti, Giovanni Battista, 1755-1824. Concertos, violin, orchestra, W. I, 22, A minor.

Juilliard Orchestra.

"
"Saturday night fish fry [sound recording] : New Orleans funk and soul.
",N/A,N/A,"Pass the hatchet (Roger and the Gypsies) (2:53) -- Mean man (Betty Harris) (2:40) -- Iko iko (Dixie Cups) (2:03) -- Funky soul (David Batiste) (1:55) -- Where is love (Eldridge Holmes) (1:42) -- Give it up (Lee Dorsey) (3:06) -- Hung up (Salt) (2:14) -- Little Liza Jane (Huey Piano Smith) (2:09) -- The thang. (Part 2) (Eddie Bo) (2:59) -- Soul, soul, soul (The Wild Magnolias) (6:10) -- Soul train (Bobby and the Heavyweights) (3:05) -- Break in the road (Betty Harris) (2:48) -- Hump back (Eldridge Holmes) (1:57) -- Message from the Meters (The Meters) (2:41) -- Gris gris gumbo ya ya (Dr. John) (5:32) -- Don't mess with my man (Irma Thomas) (2:19) -- Cold bear (The Gaturs) (2:49) -- Roll call (Oliver Morgan) (2:49) -- The next ball game (Inell Young) (2:10) -- Yes we can can (Lee Dorsey) (3:27) -- Ruler of the heart (Irma Thomas) (2:37) -- I can't help it (Smokey Johnson) (2:21)
","Whitfield, Mark.

Pryor, Jim (Pianist)

Batiste, Maynard Keith.

Fontenette, George.

Guerin, Roland.

Gully, Mark.

Jackson, Herman.

Jennings, Muriel Wicks.

Jackson, Ernest.

Batiste, Edith.

"
"WWOZ on CD. A funky miracle [sound recording].
",N/A,"Alvin Batiste, clarinet ; Mark Whitfield, guitar ; Jim Pryor or Maynard Keith Batiste, piano ; George Fontenette, trumpet ; Roland Guerin or Mark Gully, bass ; Herman Jackson, drums ; Muriel Wicks Jennings (track 3), Ernest Jackson (track 8), vocals ; Edith Batiste, poet [spoken vocals] (tracks 4-5).
","Dolphin St. blues (Herman Riley and Plas Johnson) (10:08) -- Bat's blues (Alvin Batiste) (3:31) -- Jazznocracy (Al Belleto's Big Band) (5:19) -- Medley (Terrence Simien) (7:16) -- The unusual suspects (Peter Martin) (6:57) -- If I were a bell (Phillip Manuel) (5:33) -- Your lips (Olu Dara) (5:23) -- Done you wrong (Ernie K-Doe) (5:41) -- Good rockin tonight (Wendell Brunious) (5:42) -- Jac and a bal (Quintology) (6:48)
","Alkan, Charles-Valentin, 1813-1888. Prières. No 11.

Batiste, Edouard, 1820-1876. Offertories, organ, G major.

Beethoven, Ludwig van, 1770-1827. Stücke, musical clock, WoO 33. Adagio assai.

Benedict, Julius, 1804-1885. March of the templars; arranged.

Davies, Walford, 1869-1941. Solemn melody; arranged.

Elgar, Edward, 1857-1934. Dream of Gerontius. Softly and gently; arranged.

Franck, César, 1822-1890. Chorales, organ. No. 1.

Langlais, Jean, 1907-1991. Hommage à Frescobaldi. Thème et variations.

Lloyd Webber, William, 1914-1982. Recital pieces. Prelude.

Spark, William, 1823-1897. Jerusalem the golden.

Spicer, Paul. Dreams of Derry.

Thalben-Ball, George Thomas, 1896-1987. Elegy, organ.

"
"Buck jump [sound recording] / The Dirty Dozen Brass Band.
",N/A,N/A,N/A,"Batiste, Alvin.

Goines, Victor.

Atkins, Victor.

Pulphus, David.

Marsalis, Jason.

Davis, Troy, 1965-

"
